1:资产:Assets
2818:其它递延负债:Other Deferred Liabilities
286:存入保证金:Deposits Received
2861:存入保证金:Guarantee Deposit Received
288:杂项负债:Miscellaneous Liabilities
2888:杂项负债 - 其它:Miscellaneous Liabilities - Other
3:业主权益:Owners' Equity
31:资本:Capital
311:资本（或股本）:Capital
3111:普通股股本:Capital - Common Stock
3112:特别股股本:Capital - Preferred Stock
3113:预收股本:Capital Collected In Advance
3114:待分配股票股利:Stock Dividends To Be Distributed
3115:资本:Capital
32:资本公积:Additional Paid-In Capital
321:股票溢价:Paid-In Capital In Excess Of Par
3211:普通股股票溢价:Paid-In Capital In Excess Of Par - Common Stock
3212:特别股股票溢价:Paid-In Capital In Excess Of Par - Preferred Stock
323:资产重估增值准备:Capital Surplus From Assets Revaluation
3231:资产重估增值准备:Capital Surplus From Assets Revaluation
324:处分资产溢价公积:Capital Surplus From Gain On Disposal Of Assets
3241:处分资产溢价公积:Capital Surplus From Gain On Disposal Of Assets
325:合并公积:Capital Surplus From Business Combination
3251:合并公积:Capital Surplus From Business Combination
326:受赠公积:Donated Surplus
3261:受赠公积:Donated Surplus
328:其它资本公积:Other Additional Paid-In Capital
3281:权益法长期股权投资资本公积:Additional Paid-In Capital From Investee Under Equity Method
3282:资本公积 - 库藏股票交易:Additional Paid-In Capital - Treasury Stock Trans-Actions
33:保留盈余(或累积亏损):Retained Earnings (Accumulated Deficit)
331:法定盈余公积:Legal Reserve
3311:法定盈余公积:Legal Reserve
332:特别盈余公积:Special Reserve
3321:意外损失准备:Contingency Reserve
3322:改良扩充准备:Improvement And Expansion Reserve
3323:偿债准备:Special Reserve For Redemption Of Liabilities
3328:其它特别盈余公积:Other Special Reserve
335:未分配盈余(或累积亏损):Retained Earnings-Unappropriated (Or Accumulated Deficit)
3351:累积盈亏:Accumulated Profit Or Loss
3352:前期损益调整:Prior Period Adjustments
3353:本期损益:Net Income Or Loss For Current Period
34:权益调整:Equity Adjustments
341:长期股权投资未实现跌价损失:Unrealized Loss On Market Value Decline Of Long-Term Equity Investments
3411:长期股权投资未实现跌价损失:Unrealized Loss On Market Value Decline Of Long-Term Equity Investments
342:累积换算调整数:Cumulative Translation Adjustment
3421:累积换算调整数:Cumulative Translation Adjustments
343:未认列为退休金成本之净损失:Net Loss Not Recognized As Pension Cost
3431:未认列为退休金成本之净损失:Net Loss Not Recognized As Pension Costs
35:库藏股:Treasury Stock
351:库藏股:Treasury Stock
3511:库藏股:Treasury Stock
36:少数股权:Minority Interest
361:少数股权:Minority Interest
3611:少数股权:Minority Interest
4:营业收入:Operating Revenue
41:销货收入:Sales Revenue
411:销货收入:Sales Revenue
4111:销货收入:Sales Revenue
4112:分期付款销货收入:Installment Sales Revenue
417:销货退回:Sales Return
4171:销货退回:Sales Return
419:销货折让:Sales Allowances
4191:销货折让:Sales Discounts And Allowances
46:劳务收入:Service Revenue
461:劳务收入:Service Revenue
4611:劳务收入:Service Revenue
47:业务收入:Agency Revenue
471:业务收入:Agency Revenue
4711:业务收入:Agency Revenue
48:其它营业收入:Other Operating Revenue
488:其它营业收入-其它:Other Operating Revenue
4888:其它营业收入-其它:Other Operating Revenue - Other
5:营业成本:Operating Costs
51:销货成本:Cost Of Goods Sold
511:销货成本:Cost Of Goods Sold
5111:销货成本:Cost Of Goods Sold
5112:分期付款销货成本:Installment Cost Of Goods Sold
512:进货:Purchases
5121:进货:Purchases
5122:进货费用:Purchase Expenses
5123:进货退出:Purchase Returns
5124:进货折让:Charges On Purchased Merchandise
513:进料:Materials Purchased
5131:进料:Material Purchased
5132:进料费用:Charges On Purchased Material
5133:进料退出:Material Purchase Returns
5134:进料折让:Material Purchase Allowances
514:直接人工:Direct Labor
5141:直接人工:Direct Labor
515~518:制造费用:Manufacturing Overhead
5151:间接人工:Indirect Labor
5152:租金支出:Rent Expense, Rent
5153:文具用品:Office Supplies (Expense)
5154:旅费:Travelling Expense, Travel
5155:运费:Shipping Expenses, Freight
5156:邮电费:Postage (Expenses)
5157:修缮费:Repair(S) And Maintenance (Expense )
5158:包装费:Packing Expenses
5161:水电瓦斯费:Utilities (Expense)
5162:保险费:Insurance (Expense)
5163:加工费:Manufacturing Overhead - Outsourced
5166:税捐:Taxes
5168:折旧:Depreciation Expense
5169:各项耗竭及摊提:Various Amortization
5172:伙食费:Meal (Expenses)
5173:职工福利:Employee Benefits/Welfare
5176:训练费:Training (Expense)
5177:间接材料:Indirect Materials
5188:其它制造费用:Other Manufacturing Expenses
56:劳务成本制:Ervice Costs
561:劳务成本:Service Costs
5611:劳务成本:Service Costs
57:业务成本:Gency Costs
571:业务成本:Agency Costs
5711:业务成本:Agency Costs
58:其它营业成本:Other Operating Costs
588:其它营业成本 - 其它:Other Operating Costs - Other
5888:其它营业成本 - 其它:Other Operating Costs - Other
6:营业费用:Operating Expenses
61:推销费用:Selling Expenses
615~618:推销费用:Selling Expenses
6151:薪资支出:Payroll Expense
6152:租金支出:Rent Expense, Rent
6153:文具用品:Office Supplies (Expense)
6154:旅费:Travelling Expense, Travel
6155:运费:Shipping Expenses, Freight
6156:邮电费:Postage (Expenses)
6157:修缮费:Repair(S) And Maintenance (Expense)
6159:广告费:Advertisement Expense, Advertisement
6161:水电瓦斯费:Utilities (Expense)
6162:保险费:Insurance (Expense)
6164:交际费:Entertainment (Expense)
6165:捐赠:Donation (Expense)
6166:税捐:Taxes
6167:呆帐损失:Loss On Uncollectible Accounts
6168:折旧:Depreciation Expense
6169:各项耗竭及摊提:Various Amortization
6172:伙食费:Meal (Expenses)
6173:职工福利:Employee Benefits/Welfare
6175:佣金支出:Commission (Expense)
6176:训练费:Training (Expense)
6188:其它推销费用:Other Selling Expenses
62:管理及总务费用:General & Administrative Expenses
625~628:管理及总务费用:General & Administrative Expenses
6251:薪资支出:Payroll Expense
6252:租金支出:Rent Expense, Rent
6253:文具用品:Office Supplies
6254:旅费:Travelling Expense, Travel
6255:运费:Shipping Expenses,Freight
6256:邮电费:Postage (Expenses)
6257:修缮费:Repair(S) And Maintenance (Expense)
6259:广告费:Advertisement Expense, Advertisement
6261:水电瓦斯费:Utilities (Expense)
6262:保险费:Insurance (Expense)
6264:交际费:Entertainment (Expense)
6265:捐赠:Donation (Expense)
6266:税捐:Taxes
6267:呆帐损失:Loss On Uncollectible Accounts
6268:折旧:Depreciation Expense
6269:各项耗竭及摊提:Various Amortization
6271:外销损失:Loss On Export Sales
6272:伙食费:Meal (Expenses)
6273:职工福利:Employee Benefits/Welfare
6274:研究发展费用:Research And Development Expense
6275:佣金支出:Commission (Expense)
6276:训练费:Training (Expense)
6278:劳务费:Professional Service Fees
6288:其它管理及总务费用:Other General And Administrative Expenses
63:研究发展费用:Research And Development Expenses
635~638:研究发展费用:Research And Development Expenses
6351:薪资支出:Payroll Expense
6352:租金支出:Rent Expense, Rent
6353:文具用品:Office Supplies
6354:旅费:Travelling Expense, Travel
6355:运费:Shipping Expenses, Freight
6356:邮电费:Postage (Expenses)
6357:修缮费:Repair(S) And Maintenance (Expense)
6361:水电瓦斯费:Utilities (Expense)
6362:保险费:Insurance (Expense)
6364:交际费:Entertainment (Expense)
6366:税捐:Taxes
6368:折旧:Depreciation Expense
6369:各项耗竭及摊提:Various Amortization
6372:伙食费:Meal (Expenses)
6373:职工福利:Employee Benefits/Welfare
6376:训练费:Training (Expense)
6378:其它研究发展费用:Other Research And Development Expenses
7:营业外收入及费用:Non-Operating Revenue And Expenses, Other Income(Expense)
71~74:营业外收入:Non-Operating Revenue
711:利息收入:Interest Revenue
7111:利息收入:Interest Revenue/Income
712:投资收益:Investment Income
7121:权益法认列之投资收益:Investment Income Recognized Under Equity Method
7122:股利收入:Dividends Income
7123:短期投资市价回升利益:Gain On Market Price Recovery Of Short-Term Investment
713:兑换利益:Foreign Exchange Gain
7131:兑换利益:Foreign Exchange Gain
714:处分投资收益:Gain On Disposal Of Investments
7141:处分投资收益:Gain On Disposal Of Investments
715:处分资产溢价收入:Gain On Disposal Of Assets
7151:处分资产溢价收入:Gain On Disposal Of Assets
748:其它营业外收入:Other Non-Operating Revenue
7481:捐赠收入:Donation Income
7482:租金收入:Rent Revenue/Income
7483:佣金收入:Commission Revenue/Income
7484:出售下脚及废料收入:Revenue From Sale Of Scraps
7485:存货盘盈:Gain On Physical Inventory
7486:存货跌价回升利益:Gain From Price Recovery Of Inventory
7487:坏帐转回利益:Gain On Reversal Of Bad Debts
7488:其它营业外收入-其它:Other Non-Operating Revenue - Other Items
75~78:营业外费用:Non-Operating Expenses
751:利息费用:Interest Expense
7511:利息费用:Interest Expense
752:投资损失:Investment Loss
7521:权益法认列之投资损失:Investment Loss Recog - Nized Under Equity Method
7523:短期投资未实现跌价损失:Unrealized Loss On Reduction Of Short-Term Investments To Market
753:兑换损失:Foreign Exchange Loss
7531:兑换损失:Foreign Exchange Loss
754:处分投资损失:Loss On Disposal Of Investments
7541:处分投资损失:Loss On Disposal Of Investments
755:处分资产损失:Loss On Disposal Of Assets
7551:处分资产损失:Loss On Disposal Of Assets
788:其它营业外费用:Other Non-Operating Expenses
7881:停工损失:Loss On Work Stoppages
7882:灾害损失:Casualty Loss
7885:存货盘损:Loss On Physical Inventory
7886:存货跌价及呆滞损失:Loss For Market Price Decline And Obsolete And Slow-Moving Inventories
7888:其它营业外费用 - 其它:Other Non-Operating Expenses - Other
8:所得税费用(或利益):Income Tax Expense (Or Benefit)
81:所得税费用(或利益):Income Tax Expense (Or Benefit)
811:所得税费用(或利益):Income Tax Expense (Or Benefit)
8111:所得税费用（或利益）:Income Tax Expense ( Or Benefit)
9:非经常营业损益:Nonrecurring Gain Or Loss
91:停业部门损益:Gain(Loss) From Discontinued Operations
911:停业部门损益 - 停业前营业损益:Income(Loss) From Operations Of Discontinued Segments
9111:停业部门损益 - 停业前营业损益:Income(Loss) From Operations Of Discontinued Segment
912:停业部门损益 - 处分损益:Gain(Loss) From Disposal Of Discontinued Segments
9121:停业部门损益 - 处分损益:Gain(Loss) From Disposal Of Discontinued Segment
92:非常损益:Extraordinary Gain Or Loss
921:非常损益:Extraordinary Gain Or Loss
9211:非常损益:Extraordinary Gain Or Loss
93:会计原则变动累积影响数:Cumulative Effect Of Changes In Accounting Principles
931:会计原则变动累积影响数:Cumulative Effect Of Changes In Accounting Principles
9311:会计原则变动累积影响数:Cumulative Effect Of Changes In Accounting Principles
94:少数股权净利:Minority Interest Income
941:少数股权净利:Minority Interest Income
9411:少数股权净利:Minority Interest Income
